,Número de vistas de página,Usuarios nuevos,Usuarios,Número de sesiones por usuario,Sesiones,Argentina,Otros Paises,mobile,desktop,tablet,Categoría de dispositivo promedio,Categoría de dispositivo std,Windows,Android,Linux,Macintosh,Sistema operativo (not set),iOS,Windows Phone,Chrome OS,Tizen,Sistema operativo promedio,Sistema operativo std,Organic Search,Social,Direct,Referral,Agrupación de canales predeterminada promedio,Agrupación de canales predeterminada std,mediana_de_medianas,lag_90,lag_180,lag_270,lag_360,mediana Dispositivos,mediana Sistema operativo,mediana Agrupación de canales predeterminada
15,267.0,42.0,50.0,1.12,56.0,255.0,12.0,35.0,232.0,0.0,89.0,102.12084,228.0,32.0,2.0,2.0,0.0,3.0,0,0.0,0,29.666666,70.79234,234.0,14.0,17.0,2.0,66.75,96.7248,106.90560747663551,124.82723,120.16915,118.39103,97.39639,35.0,2.0,15.5
16,83.0,34.0,41.0,1.1463414,47.0,77.0,6.0,35.0,48.0,0.0,27.666666,20.270395,45.0,33.0,0.0,3.0,0.0,2.0,0,0.0,0,9.222222,16.198612,44.0,14.0,24.0,1.0,20.75,15.706288,105.63385826771653,124.82723,120.16915,118.39103,97.39639,35.0,0.0,19.0
17,120.0,30.0,40.0,1.2,48.0,110.0,10.0,29.0,91.0,0.0,40.0,37.956116,91.0,20.0,0.0,0.0,0.0,9.0,0,0.0,0,13.333333,28.209534,101.0,10.0,8.0,1.0,30.0,41.12785,106.90560747663551,124.82723,120.16915,118.39103,97.39639,29.0,0.0,9.0
18,48.0,17.0,20.0,1.3,26.0,42.0,6.0,39.0,9.0,0.0,16.0,16.673332,9.0,39.0,0.0,0.0,0.0,0.0,0,0.0,0,5.3333335,12.229291,39.0,1.0,8.0,0.0,12.0,15.890248,106.90560747663551,124.82723,120.16915,118.39103,97.39639,9.0,0.0,4.5
19,40.0,19.0,23.0,1.0,23.0,36.0,4.0,15.0,25.0,0.0,13.333333,10.274023,22.0,14.0,0.0,3.0,0.0,1.0,0,0.0,0,4.4444447,7.544109,31.0,5.0,3.0,1.0,10.0,12.206555,105.63385826771653,124.82723,120.16915,118.39103,97.39639,15.0,0.0,4.0
20,152.0,30.0,43.0,1.1860465,51.0,144.0,8.0,56.0,67.0,29.0,50.666668,15.9652405,67.0,84.0,0.0,0.0,0.0,1.0,0,0.0,0,16.88889,31.585667,125.0,2.0,24.0,1.0,38.0,51.063686,105.63385826771653,124.82723,120.16915,118.39103,97.39639,56.0,0.0,13.0
21,114.0,32.0,44.0,1.1136364,49.0,105.0,9.0,59.0,55.0,0.0,38.0,26.919634,49.0,58.0,1.0,5.0,0.0,1.0,0,0.0,0,12.666667,21.979788,89.0,0.0,25.0,0.0,28.5,36.390247,105.63385826771653,124.82723,120.16915,118.39103,97.39639,55.0,1.0,12.5
22,165.0,38.0,47.0,1.1702127,55.0,159.0,6.0,41.0,124.0,0.0,55.0,51.58165,117.0,29.0,7.0,0.0,0.0,12.0,0,0.0,0,18.333334,36.05243,127.0,15.0,22.0,1.0,41.25,50.081806,106.90560747663551,124.82723,120.16915,118.39103,97.39639,41.0,0.0,18.5
23,127.0,30.0,38.0,1.1052631,42.0,118.0,9.0,14.0,113.0,0.0,42.333332,50.294685,112.0,11.0,1.0,0.0,0.0,3.0,0,0.0,0,14.111111,34.773697,63.0,9.0,54.0,1.0,31.75,27.086666,106.90560747663551,124.82723,120.16915,118.39103,97.39639,14.0,0.0,31.5
24,73.0,30.0,38.0,1.1315789,43.0,61.0,12.0,29.0,44.0,0.0,24.333334,18.263504,41.0,25.0,3.0,0.0,0.0,4.0,0,0.0,0,8.111111,13.899996,45.0,2.0,20.0,6.0,18.25,16.828176,106.90560747663551,124.82723,120.16915,118.39103,97.39639,29.0,0.0,13.0
25,52.0,11.0,11.0,1.0909091,12.0,49.0,3.0,13.0,39.0,0.0,17.333334,16.213848,35.0,13.0,0.0,4.0,0.0,0.0,0,0.0,0,5.7777777,11.103331,19.0,0.0,4.0,29.0,13.0,11.640447,106.90560747663551,124.82723,120.16915,118.39103,97.39639,13.0,0.0,11.5
26,27.0,11.0,14.0,1.1428572,16.0,24.0,3.0,21.0,6.0,0.0,9.0,8.83176,5.0,21.0,0.0,1.0,0.0,0.0,0,0.0,0,3.0,6.5489607,26.0,0.0,1.0,0.0,6.75,11.121489,105.23564356435644,124.82723,120.16915,118.39103,97.39639,6.0,0.0,0.5
27,354.0,18.0,26.0,1.1538461,30.0,351.0,3.0,26.0,328.0,0.0,118.0,148.8713,306.0,26.0,0.0,22.0,0.0,0.0,0,0.0,0,39.333332,94.79334,326.0,0.0,28.0,0.0,88.5,137.59633,105.23564356435644,124.82723,120.16915,118.39103,97.39639,26.0,0.0,14.0
