,Número de vistas de página,Usuarios nuevos,Usuarios,Número de sesiones por usuario,Sesiones,Argentina,Otros Paises,mobile,desktop,tablet,Categoría de dispositivo promedio,Categoría de dispositivo std,Windows,Android,Linux,Macintosh,Sistema operativo (not set),iOS,Windows Phone,Chrome OS,Tizen,Sistema operativo promedio,Sistema operativo std,Organic Search,Social,Direct,Referral,Agrupación de canales predeterminada promedio,Agrupación de canales predeterminada std,mediana_de_medianas,lag_90,lag_180,lag_270,lag_360,mediana Dispositivos,mediana Sistema operativo,mediana Agrupación de canales predeterminada
494,94.0,36.0,52.0,1.3913044,64.0,82.0,12.0,48.0,44.0,2.0,31.333334,20.805983,33.0,40.0,11.0,0.0,0.0,10.0,0.0,0,0.0,10.444445,14.637176,39.0,17.0,37.0,1.0,23.5,15.580437,57.5,43.0,89.0,8.0,19.0,44.0,0.0,27.0
495,58.0,22.0,34.0,1.6206896,47.0,53.0,5.0,39.0,19.0,0.0,19.333334,15.923428,18.0,23.0,3.0,0.0,0.0,14.0,0.0,0,0.0,6.4444447,8.7192135,24.0,9.0,25.0,0.0,14.5,10.5,58.0,31.0,27.0,2.0,9.0,19.0,0.0,16.5
496,38.0,5.0,19.0,2.3846154,31.0,35.0,3.0,16.0,22.0,0.0,12.666667,9.285592,22.0,12.0,0.0,0.0,0.0,4.0,0.0,0,0.0,4.2222223,7.3299656,21.0,3.0,14.0,0.0,9.5,8.440971,57.5,40.0,42.0,2.0,22.0,16.0,0.0,8.5
497,41.0,12.0,24.0,2.0,36.0,38.0,3.0,32.0,7.0,2.0,13.666667,13.123346,7.0,34.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.5555553,10.636532,29.0,0.0,12.0,0.0,10.25,11.882235,57.5,16.0,31.0,9.0,20.0,7.0,0.0,6.0
498,29.0,7.0,17.0,2.090909,23.0,25.0,4.0,23.0,4.0,2.0,9.666667,9.46338,4.0,22.0,0.0,0.0,0.0,3.0,0.0,0,0.0,3.2222223,6.79506,19.0,1.0,9.0,0.0,7.25,7.628073,55.5,73.0,14.0,11.0,27.0,4.0,0.0,5.0
499,38.0,8.0,22.0,1.8235294,31.0,33.0,5.0,20.0,15.0,3.0,12.666667,7.133645,15.0,20.0,0.0,0.0,0.0,3.0,0.0,0,0.0,4.2222223,7.253777,27.0,0.0,10.0,1.0,9.5,10.828204,50.5,42.0,64.0,1.0,44.0,15.0,0.0,5.5
500,22.0,4.0,16.0,2.4444444,22.0,19.0,3.0,14.0,8.0,0.0,7.3333335,5.7348833,8.0,10.0,0.0,0.0,0.0,4.0,0.0,0,0.0,2.4444444,3.7449555,18.0,0.0,4.0,0.0,5.5,7.3993244,50.5,102.0,108.0,8.0,14.0,8.0,0.0,2.0
501,119.0,21.0,36.0,1.96875,63.0,110.0,9.0,101.0,17.0,1.0,39.666668,43.858356,14.0,97.0,3.0,0.0,0.0,5.0,0.0,0,0.0,13.222222,29.936146,37.0,0.0,82.0,0.0,29.75,33.737034,50.5,86.0,87.0,8.0,6.0,17.0,0.0,18.5
502,23.0,10.0,22.0,1.8461539,24.0,16.0,7.0,11.0,12.0,0.0,7.6666665,5.436502,11.0,8.0,1.0,0.0,0.0,3.0,0.0,0,0.0,2.5555556,3.8904757,12.0,0.0,11.0,0.0,5.75,5.7608595,50.0,40.0,43.0,5.0,4.0,11.0,0.0,5.5
503,106.0,19.0,29.0,1.5185186,41.0,97.0,9.0,81.0,25.0,0.0,35.333332,33.86575,24.0,76.0,0.0,1.0,0.0,5.0,0.0,0,0.0,11.777778,23.873638,77.0,6.0,23.0,0.0,26.5,30.3521,50.0,48.0,94.0,2.0,5.0,25.0,0.0,14.5
504,64.0,15.0,30.0,1.8695652,43.0,58.0,6.0,25.0,39.0,0.0,21.333334,16.131405,38.0,25.0,1.0,0.0,0.0,0.0,0.0,0,0.0,7.111111,13.3952265,54.0,1.0,9.0,0.0,16.0,22.214859,51.0,25.0,37.0,10.0,29.0,25.0,0.0,5.0
505,37.0,6.0,19.0,1.7142857,24.0,25.0,12.0,24.0,13.0,0.0,12.333333,9.809293,13.0,23.0,0.0,0.0,0.0,1.0,0.0,0,0.0,4.111111,7.7952185,28.0,2.0,7.0,0.0,9.25,11.121489,50.5,61.0,67.0,17.0,10.0,13.0,0.0,4.5
506,49.0,14.0,24.0,1.55,31.0,38.0,11.0,24.0,25.0,0.0,16.333334,11.556623,21.0,20.0,4.0,0.0,0.0,4.0,0.0,0,0.0,5.4444447,8.207193,31.0,1.0,17.0,0.0,12.25,12.754901,51.0,71.0,54.0,9.0,44.0,24.0,0.0,9.0
507,57.0,13.0,21.0,1.9473684,37.0,50.0,7.0,20.0,37.0,0.0,19.0,15.121728,37.0,15.0,0.0,0.0,0.0,5.0,0.0,0,0.0,6.3333335,11.822765,33.0,0.0,24.0,0.0,14.25,14.600942,53.0,74.0,76.0,8.0,17.0,20.0,0.0,12.0
508,42.0,7.0,19.0,1.8,27.0,33.0,9.0,26.0,15.0,1.0,14.0,10.230673,15.0,21.0,0.0,0.0,0.0,6.0,0.0,0,0.0,4.6666665,7.498148,26.0,0.0,16.0,0.0,10.5,11.07926,52.0,82.0,85.0,8.0,17.0,15.0,0.0,8.0
509,50.0,19.0,29.0,1.68,42.0,45.0,5.0,33.0,17.0,0.0,16.666666,13.474256,17.0,29.0,0.0,0.0,0.0,4.0,0.0,0,0.0,5.5555553,9.82187,33.0,7.0,9.0,1.0,12.5,12.196311,51.5,64.0,56.0,4.0,11.0,17.0,0.0,8.0
510,49.0,20.0,29.0,1.56,39.0,38.0,11.0,38.0,11.0,0.0,16.333334,15.9652405,11.0,35.0,0.0,0.0,0.0,3.0,0.0,0,0.0,5.4444447,10.996071,19.0,9.0,20.0,1.0,12.25,7.7902184,51.5,65.0,100.0,8.0,6.0,11.0,0.0,14.0
511,73.0,8.0,27.0,1.7272727,38.0,70.0,3.0,57.0,16.0,0.0,24.333334,24.00463,16.0,56.0,0.0,0.0,0.0,1.0,0.0,0,0.0,8.111111,17.641142,52.0,0.0,20.0,1.0,18.25,21.05202,52.0,22.0,38.0,10.0,17.0,16.0,0.0,10.5
512,15.0,7.0,11.0,1.3333334,12.0,5.0,10.0,7.0,8.0,0.0,5.0,3.559026,5.0,7.0,2.0,1.0,0.0,0.0,0.0,0,0.0,1.6666666,2.4494898,8.0,0.0,5.0,2.0,3.75,3.0310888,52.0,21.0,36.0,21.0,18.0,7.0,0.0,3.5
513,19.0,8.0,13.0,1.5454545,17.0,14.0,5.0,15.0,4.0,0.0,6.3333335,6.342099,3.0,9.0,1.0,0.0,0.0,6.0,0.0,0,0.0,2.1111112,3.1071403,9.0,0.0,10.0,0.0,4.75,4.7631397,49.5,46.0,105.0,13.0,25.0,4.0,0.0,4.5
514,59.0,34.0,42.0,1.25,50.0,46.0,13.0,47.0,12.0,0.0,19.666666,19.938795,9.0,39.0,1.0,2.0,0.0,8.0,0.0,0,0.0,6.5555553,11.945349,21.0,0.0,35.0,3.0,14.75,14.184058,52.0,82.0,72.0,16.0,20.0,12.0,1.0,12.0
515,44.0,10.0,25.0,1.9444444,35.0,37.0,7.0,19.0,25.0,0.0,14.666667,10.656245,24.0,16.0,0.0,1.0,0.0,3.0,0.0,0,0.0,4.888889,8.345917,29.0,0.0,14.0,1.0,11.0,11.768602,49.5,180.0,108.0,29.0,26.0,19.0,0.0,7.5
516,48.0,25.0,34.0,1.4333333,43.0,42.0,6.0,32.0,16.0,0.0,16.0,13.063946,14.0,24.0,2.0,0.0,0.0,8.0,0.0,0,0.0,5.3333335,8.055364,21.0,4.0,22.0,1.0,12.0,9.565563,49.0,39.0,70.0,1.0,25.0,16.0,0.0,12.5
517,38.0,9.0,19.0,1.5882353,27.0,31.0,7.0,11.0,27.0,0.0,12.666667,11.085526,26.0,8.0,1.0,0.0,0.0,3.0,0.0,0,0.0,4.2222223,8.093589,27.0,2.0,9.0,0.0,9.5,10.641898,48.5,47.0,109.0,1.0,12.0,11.0,0.0,5.5
518,44.0,15.0,26.0,1.4545455,32.0,37.0,7.0,38.0,6.0,0.0,14.666667,16.679995,6.0,36.0,0.0,0.0,0.0,2.0,0.0,0,0.0,4.888889,11.159893,19.0,11.0,14.0,0.0,11.0,6.9641943,48.5,31.0,39.0,3.0,11.0,6.0,0.0,12.5
519,24.0,7.0,15.0,1.7272727,19.0,18.0,6.0,18.0,6.0,0.0,8.0,7.483315,5.0,16.0,0.0,1.0,0.0,2.0,0.0,0,0.0,2.6666667,4.9665546,16.0,2.0,5.0,1.0,6.0,5.9581876,46.0,47.0,65.0,4.0,13.0,6.0,0.0,3.5
520,34.0,8.0,18.0,1.5384616,20.0,31.0,3.0,11.0,23.0,0.0,11.333333,9.392669,21.0,10.0,1.0,1.0,0.0,1.0,0.0,0,0.0,3.7777777,6.79506,14.0,3.0,14.0,3.0,8.5,5.5,46.0,70.0,78.0,11.0,64.0,11.0,1.0,8.5
521,37.0,13.0,24.0,1.4736842,28.0,31.0,6.0,22.0,14.0,1.0,12.333333,8.653836,7.0,17.0,7.0,0.0,0.0,6.0,0.0,0,0.0,4.111111,5.486234,25.0,2.0,10.0,0.0,9.25,9.83298,44.0,25.0,62.0,12.0,10.0,14.0,0.0,6.0
522,62.0,17.0,31.0,2.0434783,47.0,51.0,11.0,39.0,23.0,0.0,20.666666,16.006943,22.0,26.0,1.0,0.0,0.0,13.0,0.0,0,0.0,6.888889,10.016037,39.0,4.0,17.0,2.0,15.5,14.739403,44.0,76.0,40.0,7.0,9.0,23.0,0.0,10.5
523,29.0,7.0,11.0,1.4545455,16.0,27.0,2.0,15.0,14.0,0.0,9.666667,6.847546,14.0,8.0,0.0,0.0,0.0,7.0,0.0,0,0.0,3.2222223,4.8939366,23.0,0.0,4.0,2.0,7.25,9.202581,44.0,61.0,9.0,13.0,25.0,14.0,0.0,3.0
524,34.0,8.0,18.0,2.0769231,27.0,20.0,14.0,21.0,13.0,0.0,11.333333,8.653836,7.0,16.0,6.0,0.0,0.0,5.0,0.0,0,0.0,3.7777777,5.1376123,18.0,0.0,13.0,3.0,8.5,7.29726,43.0,51.0,50.0,15.0,2.0,13.0,0.0,8.0
525,100.0,19.0,36.0,1.5172414,44.0,87.0,13.0,77.0,23.0,0.0,33.333332,32.27314,23.0,76.0,0.0,0.0,0.0,1.0,0.0,0,0.0,11.111111,24.025192,71.0,16.0,11.0,2.0,25.0,27.027763,43.0,20.0,62.0,30.0,22.0,23.0,0.0,13.5
526,15.0,2.0,9.0,2.3333333,14.0,13.0,2.0,12.0,3.0,0.0,5.0,5.0990195,2.0,12.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.6666666,3.711843,11.0,0.0,4.0,0.0,3.75,4.49305,41.5,36.0,37.0,41.0,9.0,3.0,0.0,2.0
527,37.0,7.0,19.0,2.0666666,31.0,30.0,7.0,22.0,15.0,0.0,12.333333,9.177267,12.0,20.0,3.0,0.0,0.0,2.0,0.0,0,0.0,4.111111,6.7072835,33.0,0.0,3.0,1.0,9.25,13.754544,40.0,49.0,78.0,43.0,18.0,15.0,0.0,2.0
528,29.0,10.0,19.0,1.4375,23.0,23.0,6.0,18.0,11.0,0.0,9.666667,7.408704,11.0,13.0,0.0,0.0,0.0,5.0,0.0,0,0.0,3.2222223,4.9615808,23.0,4.0,2.0,0.0,7.25,9.202581,40.0,58.0,56.0,39.0,22.0,11.0,0.0,3.0
529,12.0,2.0,10.0,2.0,12.0,9.0,3.0,4.0,8.0,0.0,4.0,3.2659864,8.0,2.0,0.0,0.0,0.0,2.0,0.0,0,0.0,1.3333334,2.4944382,10.0,0.0,1.0,1.0,3.0,4.0620193,40.0,97.0,113.0,39.0,3.0,4.0,0.0,1.0
530,24.0,7.0,12.0,1.3333334,16.0,20.0,4.0,16.0,8.0,0.0,8.0,6.531973,8.0,13.0,0.0,0.0,0.0,3.0,0.0,0,0.0,2.6666667,4.4472213,23.0,0.0,1.0,0.0,6.0,9.8234415,40.0,37.0,57.0,11.0,9.0,8.0,0.0,0.5
531,15.0,8.0,12.0,2.0,18.0,7.0,8.0,4.0,11.0,0.0,5.0,4.5460606,9.0,4.0,1.0,1.0,0.0,0.0,0.0,0,0.0,1.6666666,2.8674417,8.0,0.0,7.0,0.0,3.75,3.7666297,37.5,84.0,50.0,16.0,20.0,4.0,0.0,3.5
532,50.0,11.0,26.0,1.8571428,39.0,43.0,7.0,40.0,10.0,0.0,16.666666,16.99673,10.0,36.0,0.0,0.0,0.0,4.0,0.0,0,0.0,5.5555553,11.226072,29.0,4.0,15.0,2.0,12.5,10.7354555,40.0,33.0,64.0,31.0,11.0,10.0,0.0,9.5
533,11.0,5.0,9.0,1.5714285,11.0,7.0,4.0,7.0,4.0,0.0,3.6666667,2.8674417,3.0,7.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.2222222,2.2498286,4.0,1.0,3.0,3.0,2.75,1.0897248,37.5,39.0,47.0,19.0,27.0,4.0,0.0,3.0
534,16.0,9.0,16.0,1.5,18.0,10.0,6.0,8.0,8.0,0.0,5.3333335,3.7712362,6.0,6.0,2.0,0.0,0.0,2.0,0.0,0,0.0,1.7777778,2.3934066,8.0,0.0,8.0,0.0,4.0,4.0,37.0,31.0,75.0,29.0,23.0,8.0,0.0,4.0
535,17.0,5.0,10.0,1.75,14.0,9.0,8.0,6.0,11.0,0.0,5.6666665,4.4969125,11.0,4.0,0.0,0.0,0.0,2.0,0.0,0,0.0,1.8888888,3.478328,11.0,0.0,3.0,3.0,4.25,4.085034,37.0,115.0,32.0,12.0,10.0,6.0,0.0,3.0
536,27.0,8.0,14.0,1.8,18.0,19.0,8.0,10.0,17.0,0.0,9.0,6.97615,16.0,6.0,1.0,0.0,0.0,4.0,0.0,0,0.0,3.0,5.033223,17.0,0.0,2.0,8.0,6.75,6.609652,37.0,106.0,58.0,25.0,3.0,10.0,0.0,5.0
537,16.0,5.0,12.0,1.7777778,16.0,13.0,3.0,8.0,8.0,0.0,5.3333335,3.7712362,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.7777778,3.0832083,13.0,0.0,3.0,0.0,4.0,5.338539,37.0,52.0,35.0,11.0,7.0,8.0,0.0,1.5
538,28.0,3.0,14.0,1.7272727,19.0,21.0,7.0,10.0,18.0,0.0,9.333333,7.363574,18.0,5.0,0.0,0.0,0.0,5.0,0.0,0,0.0,3.1111112,5.6459317,22.0,0.0,5.0,1.0,7.0,8.860023,37.0,50.0,44.0,8.0,3.0,10.0,0.0,3.0
539,42.0,16.0,23.0,1.4761904,31.0,37.0,5.0,27.0,15.0,0.0,14.0,11.045361,15.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.6666665,9.177267,31.0,2.0,9.0,0.0,10.5,12.298374,37.0,35.0,57.0,20.0,16.0,15.0,0.0,5.5
540,19.0,3.0,6.0,2.0,10.0,14.0,5.0,14.0,5.0,0.0,6.3333335,5.7927155,4.0,14.0,0.0,1.0,0.0,0.0,0.0,0,0.0,2.1111112,4.3829074,18.0,0.0,1.0,0.0,4.75,7.6607766,37.0,59.0,82.0,17.0,6.0,5.0,0.0,0.5
541,34.0,8.0,14.0,1.5833334,19.0,29.0,5.0,7.0,27.0,0.0,11.333333,11.440668,27.0,3.0,0.0,0.0,0.0,4.0,0.0,0,0.0,3.7777777,8.337036,31.0,0.0,3.0,0.0,8.5,13.047988,37.0,68.0,74.0,49.0,6.0,7.0,0.0,1.5
542,12.0,2.0,6.0,1.3333334,8.0,8.0,4.0,10.0,2.0,0.0,4.0,4.3204937,2.0,6.0,0.0,0.0,0.0,4.0,0.0,0,0.0,1.3333334,2.108185,12.0,0.0,0.0,0.0,3.0,5.196152,37.0,123.0,13.0,36.0,12.0,2.0,0.0,0.0
543,25.0,3.0,13.0,1.9,19.0,20.0,5.0,14.0,11.0,0.0,8.333333,6.01849,11.0,10.0,0.0,0.0,0.0,4.0,0.0,0,0.0,2.7777777,4.314775,23.0,0.0,1.0,1.0,6.25,9.679231,35.5,73.0,57.0,24.0,9.0,11.0,0.0,1.0
544,12.0,2.0,4.0,2.3333333,7.0,9.0,3.0,3.0,9.0,0.0,4.0,3.7416575,9.0,0.0,0.0,0.0,0.0,3.0,0.0,0,0.0,1.3333334,2.8674417,12.0,0.0,0.0,0.0,3.0,5.196152,34.0,21.0,21.0,29.0,5.0,3.0,0.0,0.0
545,24.0,7.0,14.0,1.7272727,19.0,17.0,7.0,15.0,9.0,0.0,8.0,6.164414,9.0,11.0,0.0,0.0,0.0,4.0,0.0,0,0.0,2.6666667,4.136558,22.0,0.0,2.0,0.0,6.0,9.273619,34.0,30.0,124.0,13.0,1.0,9.0,0.0,1.0
546,35.0,5.0,15.0,2.1818182,24.0,30.0,5.0,26.0,9.0,0.0,11.666667,10.780642,9.0,26.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.8888888,8.305881,22.0,0.0,13.0,0.0,8.75,9.310613,34.0,22.0,48.0,30.0,20.0,9.0,0.0,6.5
547,15.0,1.0,8.0,2.2,11.0,13.0,2.0,13.0,2.0,0.0,5.0,5.715476,1.0,13.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.6666666,4.027682,6.0,0.0,9.0,0.0,3.75,3.8971143,34.0,73.0,24.0,27.0,5.0,2.0,0.0,3.0
548,14.0,2.0,8.0,1.8333334,11.0,13.0,1.0,10.0,4.0,0.0,4.6666665,4.109609,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.5555556,3.2356043,12.0,0.0,2.0,0.0,3.5,4.974937,34.0,127.0,32.0,24.0,4.0,4.0,0.0,1.0
549,17.0,5.0,10.0,1.75,14.0,12.0,5.0,10.0,7.0,0.0,5.6666665,4.189935,7.0,9.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.8888888,3.314763,4.0,0.0,13.0,0.0,4.25,5.3091903,31.5,55.0,57.0,20.0,3.0,7.0,0.0,2.0
550,27.0,5.0,11.0,1.8888888,17.0,24.0,3.0,22.0,5.0,0.0,9.0,9.416298,5.0,21.0,0.0,0.0,0.0,1.0,0.0,0,0.0,3.0,6.5489607,19.0,1.0,7.0,0.0,6.75,7.5622416,31.5,92.0,37.0,5.0,3.0,5.0,0.0,4.0
551,19.0,6.0,14.0,1.2727273,14.0,15.0,4.0,8.0,11.0,0.0,6.3333335,4.642796,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.1111112,4.0123267,16.0,0.0,3.0,0.0,4.75,6.609652,29.0,59.0,52.0,10.0,2.0,8.0,0.0,1.5
552,12.0,2.0,4.0,1.75,7.0,11.0,1.0,6.0,5.0,1.0,4.0,2.1602468,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.3333334,2.5385911,5.0,0.0,7.0,0.0,3.0,3.082207,28.5,102.0,60.0,14.0,4.0,5.0,0.0,2.5
553,23.0,3.0,10.0,2.125,17.0,21.0,2.0,20.0,3.0,0.0,7.6666665,8.806563,2.0,20.0,0.0,1.0,0.0,0.0,0.0,0,0.0,2.5555556,6.202349,12.0,0.0,9.0,2.0,5.75,4.918079,27.5,40.0,38.0,9.0,3.0,3.0,0.0,5.5
554,18.0,6.0,8.0,1.25,10.0,14.0,4.0,12.0,6.0,0.0,6.0,4.8989797,2.0,9.0,3.0,1.0,0.0,3.0,0.0,0,0.0,2.0,2.748737,11.0,0.0,6.0,1.0,4.5,4.387482,27.0,49.0,18.0,18.0,3.0,6.0,1.0,3.5
