,Número de vistas de página,Usuarios nuevos,Usuarios,Número de sesiones por usuario,Sesiones,Argentina,Otros Paises,mobile,desktop,tablet,Categoría de dispositivo promedio,Categoría de dispositivo std,Windows,Android,Linux,Macintosh,Sistema operativo (not set),iOS,Windows Phone,Chrome OS,Tizen,Sistema operativo promedio,Sistema operativo std,Organic Search,Social,Direct,Referral,Agrupación de canales predeterminada promedio,Agrupación de canales predeterminada std,mediana_de_medianas,lag_90,lag_180,lag_270,lag_360
274,35.0,13.0,18.0,1.2222222,22.0,34.0,1.0,25.0,10.0,0.0,11.666667,10.274023,8.0,24.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.5,7.2145686,14.0,2.0,19.0,0.0,8.75,7.980445,32.5,16.0,33.0,37.0,34.36589
275,229.0,27.0,35.0,1.0,35.0,221.0,8.0,26.0,203.0,0.0,76.333336,90.19362,201.0,18.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,22.9,59.6229,203.0,3.0,22.0,1.0,57.25,84.54695,34.0,14.0,12.0,82.0,34.36589
276,38.0,11.0,16.0,1.1875,19.0,35.0,3.0,16.0,22.0,0.0,12.666667,9.285592,16.0,11.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,3.8,5.418487,20.0,5.0,13.0,0.0,9.5,7.632169,34.0,4.0,33.0,296.0,34.36589
277,16.0,2.0,6.0,1.6666666,10.0,16.0,0.0,1.0,14.0,1.0,5.3333335,6.1282587,14.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6,4.1521077,12.0,1.0,3.0,0.0,4.0,4.7434163,34.0,24.0,53.0,250.0,34.36589
278,32.0,6.0,16.0,1.1875,19.0,31.0,1.0,2.0,30.0,0.0,10.666667,13.695092,25.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,3.2,7.359348,19.0,4.0,9.0,0.0,8.0,7.106335,33.5,19.0,24.0,160.0,34.36589
279,77.0,31.0,45.0,1.2,54.0,72.0,5.0,51.0,26.0,0.0,25.666666,20.821997,20.0,39.0,5.0,0.0,1.0,12.0,0.0,0.0,0.0,7.7,12.23969,39.0,18.0,20.0,0.0,19.25,13.808965,33.5,8.0,29.0,59.0,34.36589
280,25.0,6.0,8.0,1.25,10.0,25.0,0.0,13.0,12.0,0.0,8.333333,5.9066815,9.0,4.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,2.5,3.5284557,22.0,0.0,3.0,0.0,6.25,9.175375,33.5,24.0,28.0,90.0,34.36589
281,102.0,22.0,30.0,1.2,36.0,95.0,7.0,46.0,56.0,0.0,34.0,24.385788,51.0,37.0,2.0,3.0,0.0,9.0,0.0,0.0,0.0,10.2,17.388502,61.0,17.0,24.0,0.0,25.5,22.276669,33.5,6.0,13.0,58.0,34.36589
282,81.0,9.0,23.0,1.2608696,29.0,80.0,1.0,7.0,74.0,0.0,27.0,33.35666,72.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,21.403038,67.0,0.0,14.0,0.0,20.25,27.589626,35.5,25.0,15.0,38.0,34.36589
283,23.0,14.0,17.0,1.0588236,18.0,19.0,4.0,12.0,11.0,0.0,7.6666665,5.436502,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,4.6054316,7.0,4.0,12.0,0.0,5.75,4.380354,35.5,5.0,57.0,79.0,34.36589
284,15.0,5.0,7.0,1.0,7.0,14.0,1.0,3.0,12.0,0.0,5.0,5.0990195,4.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.5,2.5787594,12.0,0.0,3.0,0.0,3.75,4.918079,35.5,13.0,27.0,69.0,34.36589
285,49.0,20.0,28.0,1.0714285,30.0,48.0,1.0,29.0,19.0,1.0,16.333334,11.585431,18.0,15.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,4.9,7.313686,23.0,1.0,24.0,1.0,12.25,11.255554,35.5,11.0,19.0,105.0,34.36589
286,43.0,10.0,18.0,1.1666666,21.0,41.0,2.0,27.0,16.0,0.0,14.333333,11.085526,16.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,8.944831,20.0,16.0,7.0,0.0,10.75,7.7902184,36.5,25.0,11.0,44.0,34.36589
287,189.0,13.0,26.0,1.2692307,33.0,189.0,0.0,49.0,140.0,0.0,63.0,58.00575,136.0,47.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,18.9,41.41606,124.0,3.0,62.0,0.0,47.25,50.74138,37.0,21.0,29.0,55.0,34.36589
288,92.0,22.0,25.0,1.2,30.0,90.0,2.0,9.0,83.0,0.0,30.666666,37.187214,69.0,7.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0,9.2,20.404902,77.0,1.0,14.0,0.0,23.0,31.662281,37.5,10.0,23.0,9.0,34.36589
289,77.0,20.0,30.0,1.2,36.0,74.0,3.0,18.0,59.0,0.0,25.666666,24.689178,56.0,17.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,7.7,16.858528,61.0,2.0,14.0,0.0,19.25,24.69185,38.0,31.0,19.0,38.0,34.36589
290,51.0,26.0,30.0,1.0333333,31.0,51.0,0.0,40.0,10.0,1.0,17.0,16.673332,10.0,36.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.1,10.774507,7.0,0.0,42.0,2.0,12.75,17.078861,39.0,6.0,48.0,109.0,34.36589
291,29.0,7.0,14.0,1.0714285,15.0,27.0,2.0,22.0,6.0,1.0,9.666667,8.956686,6.0,20.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.9,6.0074954,9.0,0.0,20.0,0.0,7.25,8.2272415,39.0,35.0,145.0,83.0,34.36589
292,59.0,10.0,18.0,1.3333334,24.0,59.0,0.0,27.0,31.0,1.0,19.666666,13.299958,31.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,11.819053,44.0,7.0,8.0,0.0,14.75,17.166464,41.0,28.0,21.0,109.0,34.36589
293,96.0,30.0,37.0,1.2162162,45.0,93.0,3.0,54.0,42.0,0.0,32.0,23.151674,40.0,46.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,9.6,16.912718,83.0,1.0,12.0,0.0,24.0,34.387497,41.0,27.0,16.0,61.0,34.36589
294,47.0,11.0,20.0,1.1,22.0,46.0,1.0,13.0,34.0,0.0,15.666667,14.007935,33.0,12.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.7,10.070253,32.0,6.0,9.0,0.0,11.75,12.132086,42.5,20.0,41.0,79.0,34.36589
296,50.0,19.0,27.0,1.037037,28.0,33.0,17.0,16.0,34.0,0.0,16.666666,13.888445,25.0,15.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,5.0,8.160882,33.0,1.0,16.0,0.0,12.5,13.425721,45.0,40.0,18.0,42.0,34.36589
297,52.0,17.0,30.0,1.1,33.0,50.0,2.0,35.0,17.0,0.0,17.333334,14.290634,17.0,33.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.2,10.543244,18.0,2.0,31.0,1.0,13.0,12.389512,47.0,20.0,5.0,65.0,34.36589
298,10.0,4.0,6.0,1.1666666,7.0,10.0,0.0,10.0,0.0,0.0,3.3333333,4.714045,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,2.0,0.0,2.5,2.6925824,47.0,7.0,33.0,131.0,34.36589
299,94.0,15.0,20.0,1.3,26.0,93.0,1.0,34.0,60.0,0.0,31.333334,24.567368,60.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,19.678415,83.0,0.0,10.0,1.0,23.5,34.572388,48.0,28.0,15.0,38.0,34.36589
300,101.0,20.0,33.0,1.1212121,37.0,89.0,12.0,50.0,51.0,0.0,33.666668,23.80943,46.0,47.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,10.1,18.239792,51.0,3.0,47.0,0.0,25.25,23.815699,49.0,11.0,17.0,84.0,34.36589
301,43.0,19.0,27.0,1.1851852,32.0,40.0,3.0,19.0,24.0,0.0,14.333333,10.338708,23.0,17.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,4.3,7.9881163,17.0,3.0,23.0,0.0,10.75,9.549214,49.0,47.0,6.0,51.0,34.36589
302,12.0,4.0,5.0,1.2,6.0,12.0,0.0,9.0,3.0,0.0,4.0,3.7416575,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.7495453,2.0,0.0,10.0,0.0,3.0,4.1231055,47.5,35.0,25.0,29.0,34.36589
303,93.0,26.0,38.0,1.1578947,44.0,85.0,8.0,49.0,44.0,0.0,31.0,22.015146,37.0,47.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,9.3,16.571362,48.0,5.0,40.0,0.0,23.25,21.016363,49.0,25.0,48.0,27.0,34.36589
304,38.0,10.0,14.0,1.1428572,16.0,38.0,0.0,15.0,16.0,7.0,12.666667,4.027682,16.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,7.7175126,7.0,7.0,24.0,0.0,9.5,8.845903,49.0,18.0,3.0,44.0,34.36589
305,14.0,6.0,9.0,1.0,9.0,11.0,3.0,4.0,10.0,0.0,4.6666665,4.109609,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,3.104835,6.0,0.0,8.0,0.0,3.5,3.5707142,40.5,24.0,9.0,39.0,34.36589
306,29.0,9.0,15.0,1.2,18.0,27.0,2.0,8.0,21.0,0.0,9.666667,8.653836,18.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,5.5937467,19.0,2.0,8.0,0.0,7.25,7.3950996,38.0,68.0,3.0,57.0,34.36589
307,63.0,18.0,31.0,1.2903225,40.0,57.0,6.0,19.0,43.0,1.0,21.0,17.20465,27.0,18.0,0.0,16.0,0.0,2.0,0.0,0.0,0.0,6.3,9.571311,43.0,0.0,17.0,3.0,15.75,16.990807,38.0,245.0,18.0,42.0,34.36589
308,102.0,16.0,29.0,1.3793104,40.0,102.0,0.0,38.0,60.0,4.0,34.0,23.036203,46.0,35.0,11.0,3.0,0.0,7.0,0.0,0.0,0.0,10.2,15.746746,72.0,0.0,30.0,0.0,25.5,29.508472,47.5,57.0,25.0,51.0,34.36589
309,50.0,19.0,28.0,1.0714285,30.0,48.0,2.0,20.0,30.0,0.0,16.666666,12.472191,28.0,19.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,9.486833,28.0,0.0,22.0,0.0,12.5,12.678722,44.0,119.0,82.0,55.0,34.36589
310,71.0,22.0,32.0,1.1875,38.0,70.0,1.0,26.0,45.0,0.0,23.666666,18.445114,45.0,24.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.1,14.494482,49.0,0.0,20.0,2.0,17.75,19.651653,49.5,44.0,57.0,15.0,34.36589
311,19.0,5.0,7.0,1.1428572,8.0,15.0,4.0,1.0,17.0,1.0,6.3333335,7.5424724,6.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.9,3.5341194,15.0,0.0,4.0,0.0,4.75,6.1390147,46.5,7.0,3.0,40.0,34.36589
312,18.0,11.0,12.0,1.0,12.0,9.0,9.0,3.0,15.0,0.0,6.0,6.4807405,7.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.8,2.993326,5.0,0.0,12.0,1.0,4.5,4.7169905,40.5,17.0,18.0,44.0,34.36589
313,54.0,12.0,16.0,1.0,16.0,52.0,2.0,6.0,48.0,0.0,18.0,21.354156,34.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,10.470912,10.0,1.0,43.0,0.0,13.5,17.471405,44.0,13.0,2.0,60.0,34.36589
314,55.0,17.0,23.0,1.1304348,26.0,54.0,1.0,37.0,16.0,2.0,18.333334,14.383633,13.0,35.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,5.5,10.566457,36.0,4.0,15.0,0.0,13.75,13.970952,50.0,14.0,21.0,61.0,34.36589
315,75.0,19.0,33.0,1.2727273,42.0,72.0,3.0,44.0,24.0,7.0,25.0,15.121728,16.0,46.0,1.0,7.0,0.0,5.0,0.0,0.0,0.0,7.5,13.727709,34.0,1.0,39.0,1.0,18.75,17.83781,50.5,27.0,56.0,73.0,34.36589
316,50.0,26.0,31.0,1.0967742,34.0,37.0,13.0,35.0,15.0,0.0,16.666666,14.337209,13.0,26.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,5.0,8.246211,12.0,25.0,13.0,0.0,12.5,8.845903,50.5,15.0,6.0,36.0,34.36589
317,39.0,13.0,19.0,1.1578947,22.0,34.0,5.0,11.0,28.0,0.0,13.0,11.518102,24.0,11.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.9,7.449161,18.0,8.0,13.0,0.0,9.75,6.647368,50.0,13.0,7.0,28.0,34.36589
318,21.0,9.0,9.0,1.0,9.0,20.0,1.0,18.0,3.0,0.0,7.0,7.8740077,3.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.1,5.0487623,14.0,1.0,6.0,0.0,5.25,5.53963,46.5,32.0,12.0,20.0,34.36589
319,14.0,6.0,8.0,1.0,8.0,11.0,3.0,12.0,1.0,1.0,4.6666665,5.1854496,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.4,3.5552778,2.0,5.0,7.0,0.0,3.5,2.6925824,44.5,39.0,10.0,133.0,34.36589
320,9.0,3.0,4.0,1.25,5.0,8.0,1.0,0.0,9.0,0.0,3.0,4.2426405,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.7,7.0,0.0,2.0,0.0,2.25,2.8613808,42.5,23.0,19.0,83.0,34.36589
321,13.0,6.0,6.0,1.0,6.0,12.0,1.0,1.0,12.0,0.0,4.3333335,5.436502,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,3.579106,0.0,0.0,13.0,0.0,3.25,5.629165,32.5,33.0,9.0,51.0,34.36589
322,26.0,10.0,12.0,1.1666666,14.0,26.0,0.0,14.0,12.0,0.0,8.666667,6.182412,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,5.2191954,11.0,7.0,8.0,0.0,6.5,4.031129,32.5,46.0,1.0,49.0,34.36589
323,25.0,4.0,9.0,1.1111112,10.0,21.0,4.0,10.0,15.0,0.0,8.333333,6.2360954,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,5.1234756,14.0,1.0,10.0,0.0,6.25,5.9319053,32.5,27.0,10.0,14.0,34.36589
324,21.0,8.0,12.0,1.0,12.0,16.0,5.0,14.0,7.0,0.0,7.0,5.715476,6.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.1,4.036087,13.0,1.0,7.0,0.0,5.25,5.2141633,32.5,41.0,11.0,19.0,34.36589
325,22.0,7.0,10.0,1.0,10.0,20.0,2.0,20.0,2.0,0.0,7.3333335,8.993825,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,5.9632206,6.0,1.0,15.0,0.0,5.5,5.937171,25.5,23.0,10.0,19.0,34.36589
326,17.0,2.0,7.0,1.0,7.0,16.0,1.0,9.0,8.0,0.0,5.6666665,4.027682,8.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.7,2.8301942,12.0,5.0,0.0,0.0,4.25,4.918079,24.0,18.0,31.0,69.0,34.36589
327,10.0,6.0,8.0,1.0,8.0,9.0,1.0,4.0,6.0,0.0,3.3333333,2.4944382,5.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.5491934,5.0,0.0,5.0,0.0,2.5,2.5,24.0,28.0,52.0,92.0,34.36589
328,18.0,4.0,8.0,1.375,11.0,15.0,3.0,2.0,16.0,0.0,6.0,7.118052,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,4.7707443,14.0,0.0,4.0,0.0,4.5,5.7227616,24.0,51.0,18.0,56.0,34.36589
329,32.0,14.0,14.0,1.1428572,16.0,23.0,9.0,15.0,17.0,0.0,10.666667,7.586538,15.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.2,5.929587,21.0,1.0,9.0,1.0,8.0,8.185352,27.5,9.0,51.0,45.0,34.36589
330,25.0,6.0,9.0,1.2222222,11.0,25.0,0.0,20.0,5.0,0.0,8.333333,8.498365,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,5.6964903,18.0,0.0,7.0,0.0,6.25,7.361216,25.5,2.0,33.0,23.0,34.36589
331,14.0,5.0,12.0,1.0833334,13.0,12.0,2.0,7.0,7.0,0.0,4.6666665,3.2998316,6.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.4,2.1540658,3.0,2.0,7.0,2.0,3.5,2.0615528,25.0,37.0,13.0,17.0,34.36589
332,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.33333334,0.47140452,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,1.0,0.0,0.25,0.4330127,25.0,15.0,11.0,39.0,34.36589
333,2.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.6666667,0.47140452,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,2.0,0.0,0.5,0.8660254,24.0,22.0,15.0,112.0,34.36589
334,25.0,3.0,9.0,1.1111112,10.0,23.0,2.0,2.0,23.0,0.0,8.333333,10.402991,20.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.5,5.886425,18.0,3.0,3.0,1.0,6.25,6.832825,24.0,28.0,53.0,40.0,34.36589
335,32.0,8.0,12.0,1.0833334,13.0,31.0,1.0,17.0,15.0,0.0,10.666667,7.586538,14.0,12.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,3.2,5.134199,25.0,0.0,7.0,0.0,8.0,10.222524,25.0,30.0,26.0,42.0,34.36589
336,32.0,8.0,12.0,1.0,12.0,27.0,5.0,5.0,27.0,0.0,10.666667,11.728408,26.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.2,7.6655073,20.0,2.0,9.0,1.0,8.0,7.5828753,25.0,62.0,38.0,73.0,34.36589
337,40.0,12.0,17.0,1.1764706,20.0,38.0,2.0,13.0,27.0,0.0,13.333333,11.025224,26.0,11.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,8.01249,21.0,3.0,16.0,0.0,10.0,8.746428,28.0,26.0,18.0,37.0,34.36589
338,55.0,22.0,27.0,1.037037,28.0,45.0,10.0,39.0,16.0,0.0,18.333334,16.006943,6.0,38.0,2.0,0.0,8.0,1.0,0.0,0.0,0.0,5.5,11.164677,21.0,0.0,34.0,0.0,13.75,14.497845,28.0,40.0,11.0,26.0,34.36589
339,12.0,6.0,7.0,1.1428572,8.0,9.0,3.0,9.0,3.0,0.0,4.0,3.7416575,3.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.2,1.9899749,1.0,0.0,11.0,0.0,3.0,4.6368093,28.0,22.0,4.0,25.0,34.36589
340,5.0,2.0,3.0,1.0,3.0,5.0,0.0,4.0,1.0,0.0,1.6666666,1.6996732,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.2041595,3.0,0.0,2.0,0.0,1.25,1.299038,28.0,26.0,26.0,116.0,34.36589
341,18.0,8.0,15.0,1.0,15.0,17.0,1.0,5.0,12.0,1.0,6.0,4.5460606,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,4.0199504,4.0,3.0,11.0,0.0,4.5,4.031129,25.0,22.0,23.0,23.0,34.36589
342,47.0,20.0,28.0,1.1785715,33.0,43.0,4.0,30.0,17.0,0.0,15.666667,12.283684,12.0,24.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,4.7,7.483983,22.0,0.0,22.0,3.0,11.75,10.304732,27.5,42.0,14.0,71.0,34.36589
343,39.0,12.0,15.0,1.0,15.0,38.0,1.0,20.0,19.0,0.0,13.0,9.201449,11.0,20.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,3.9,6.4722486,14.0,7.0,18.0,0.0,9.75,6.8693156,28.0,17.0,7.0,55.0,34.36589
344,29.0,10.0,16.0,1.125,18.0,28.0,1.0,11.0,18.0,0.0,9.666667,7.408704,18.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,6.0074954,16.0,0.0,13.0,0.0,7.25,7.3271756,27.5,60.0,24.0,78.0,34.36589
345,59.0,10.0,19.0,1.0,19.0,51.0,8.0,19.0,40.0,0.0,19.666666,16.336735,39.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.9,12.242957,38.0,9.0,12.0,0.0,14.75,14.131083,28.0,19.0,12.0,17.0,34.36589
346,9.0,4.0,5.0,1.0,5.0,9.0,0.0,5.0,4.0,0.0,3.0,2.1602468,4.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.9,1.4456832,1.0,6.0,2.0,0.0,2.25,2.2776084,27.5,32.0,3.0,112.0,34.36589
347,21.0,7.0,10.0,1.2,12.0,17.0,4.0,12.0,9.0,0.0,7.0,5.0990195,9.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.1,3.4190643,15.0,0.0,6.0,0.0,5.25,6.1390147,27.0,13.0,44.0,92.0,34.36589
348,24.0,12.0,16.0,1.0,16.0,24.0,0.0,16.0,8.0,0.0,8.0,6.531973,8.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.4,3.6660604,18.0,0.0,6.0,0.0,6.0,7.3484693,26.5,37.0,12.0,34.0,34.36589
349,43.0,10.0,25.0,1.08,27.0,43.0,0.0,21.0,22.0,0.0,14.333333,10.143416,22.0,14.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,4.3,7.376313,30.0,0.0,13.0,0.0,10.75,12.316148,26.5,47.0,21.0,18.0,34.36589
350,29.0,12.0,15.0,1.1333333,17.0,25.0,4.0,17.0,12.0,0.0,9.666667,7.133645,10.0,16.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.9,5.2430906,23.0,1.0,4.0,1.0,7.25,9.175375,26.5,234.0,117.0,24.0,34.36589
351,62.0,26.0,29.0,1.0689656,31.0,54.0,8.0,56.0,6.0,0.0,20.666666,25.104227,5.0,51.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,6.2,15.058553,11.0,1.0,50.0,0.0,15.5,20.377684,27.0,135.0,18.0,25.0,34.36589
352,24.0,14.0,17.0,1.0588236,18.0,24.0,0.0,15.0,9.0,0.0,8.0,6.164414,8.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,4.8207884,11.0,2.0,11.0,0.0,6.0,5.049752,27.0,174.0,17.0,9.0,34.36589
353,28.0,13.0,15.0,1.0666667,16.0,26.0,2.0,13.0,15.0,0.0,9.333333,6.649979,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,5.617829,22.0,0.0,6.0,0.0,7.0,9.0,28.5,21.0,12.0,30.0,34.36589
354,18.0,5.0,7.0,1.1428572,8.0,17.0,1.0,4.0,14.0,0.0,6.0,5.8878407,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,4.237924,14.0,0.0,4.0,0.0,4.5,5.7227616,28.5,36.0,21.0,94.0,34.36589
355,13.0,5.0,9.0,1.0,9.0,13.0,0.0,5.0,8.0,0.0,4.3333335,3.2998316,7.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.3,2.1470912,11.0,0.0,2.0,0.0,3.25,4.5483513,26.0,49.0,23.0,48.0,34.36589
356,45.0,11.0,19.0,1.1052631,21.0,43.0,2.0,8.0,37.0,0.0,15.0,15.895492,30.0,8.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,4.5,8.935883,26.0,0.0,18.0,1.0,11.25,11.121489,26.0,56.0,12.0,24.0,34.36589
357,78.0,18.0,30.0,1.2,36.0,77.0,1.0,37.0,41.0,0.0,26.0,18.457157,40.0,36.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.8,15.131424,41.0,1.0,35.0,1.0,19.5,18.621225,26.5,18.0,16.0,40.0,34.36589
358,26.0,7.0,14.0,1.0714285,15.0,25.0,1.0,9.0,17.0,0.0,8.666667,6.9442225,17.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.6,5.161395,23.0,1.0,2.0,0.0,6.5,9.552486,27.0,38.0,21.0,27.0,34.36589
359,48.0,10.0,21.0,1.0,21.0,47.0,1.0,23.0,25.0,0.0,16.0,11.343133,22.0,22.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,4.8,8.623224,37.0,4.0,7.0,0.0,12.0,14.645819,28.5,68.0,14.0,24.0,34.36589
360,51.0,17.0,21.0,1.0,21.0,36.0,15.0,42.0,9.0,0.0,17.0,18.05547,7.0,36.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,5.1,10.606131,15.0,9.0,27.0,0.0,12.75,9.807523,29.0,10.0,12.0,20.0,34.36589
361,2.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.6666667,0.47140452,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,1.0,0.0,1.0,0.0,0.5,0.5,28.5,29.0,31.0,72.0,200.0
362,37.0,12.0,15.0,1.0,15.0,30.0,7.0,16.0,21.0,0.0,12.333333,8.956686,14.0,13.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,3.7,5.3488317,20.0,0.0,11.0,6.0,9.25,7.3271756,29.0,62.0,14.0,68.0,70.0
363,50.0,10.0,24.0,1.0416666,25.0,49.0,1.0,25.0,25.0,0.0,16.666666,11.785113,25.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,9.757049,33.0,9.0,8.0,0.0,12.5,12.338963,30.5,131.0,20.0,41.0,323.0
364,46.0,15.0,26.0,1.1153846,29.0,43.0,3.0,28.0,18.0,0.0,15.333333,11.585431,16.0,27.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.6,8.822698,9.0,4.0,33.0,0.0,11.5,12.816006,32.0,147.0,20.0,53.0,151.0
365,25.0,6.0,13.0,1.2307693,16.0,24.0,1.0,6.0,19.0,0.0,8.333333,7.9302516,8.0,5.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,2.5,3.5846896,12.0,1.0,11.0,1.0,6.25,5.2618914,32.0,35.0,16.0,33.0,37.0
366,74.0,14.0,24.0,1.375,33.0,72.0,2.0,28.0,46.0,0.0,24.666666,18.92676,45.0,27.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.4,14.860686,36.0,8.0,30.0,0.0,18.5,14.924811,33.0,229.0,14.0,12.0,82.0
367,19.0,9.0,13.0,1.0769231,14.0,17.0,2.0,10.0,9.0,0.0,6.3333335,4.4969125,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,3.8065732,12.0,1.0,6.0,0.0,4.75,4.7631397,30.5,38.0,4.0,33.0,296.0
368,9.0,3.0,4.0,1.0,4.0,4.0,5.0,7.0,2.0,0.0,3.0,2.9439204,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.118962,0.0,0.0,9.0,0.0,2.25,3.8971143,29.0,16.0,24.0,53.0,250.0
369,44.0,12.0,20.0,1.15,23.0,43.0,1.0,14.0,30.0,0.0,14.666667,12.256517,28.0,13.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.4,8.742997,36.0,3.0,5.0,0.0,11.0,14.543039,29.0,32.0,19.0,24.0,160.0
